timestamp,segment_index,representation_id,bitrate_bps,segment_size_bytes,download_time_sec,throughput_bps,smoothed_throughput_bps,rtt_sec,buffer_level_sec,rebuffering_count,total_rebuffering_duration_sec,playback_position_sec,is_rebuffering
2025-10-09T02:36:31.464709,0,init,500000,193807,0.4154970645904541,3731569.082270771,3731569.082270771,0.4154970645904541,2.0,1,1.1920928955078125e-06,0.0,True
2025-10-09T02:36:32.299197,1,low,500000,193807,0.8342685699462891,1858461.4785378042,2795015.2804042874,0.8342685699462891,3.165731430053711,1,1.1920928955078125e-06,2.0,False
2025-10-09T02:36:32.735400,2,medium,1200000,274087,0.43548035621643066,5035120.341708927,3541716.9675058345,0.43548035621643066,4.73025107383728,1,1.1920928955078125e-06,4.0,False
2025-10-09T02:36:33.286737,3,high,2500000,427853,0.550952672958374,6212555.3935893215,4209426.574026706,0.550952672958374,6.179298400878906,1,1.1920928955078125e-06,6.0,False
2025-10-09T02:36:33.749726,4,high,2500000,291769,0.46207261085510254,5051483.133095606,4377837.885840486,0.46207261085510254,7.717225790023804,1,1.1920928955078125e-06,8.0,False
